d_measured,d_error,theta_measured,theta_error
8.208,0.251,-0.208,0.005
8.208,0.251,-0.204,0.001
8.204,0.246,-0.204,0.000
8.204,0.246,-0.202,0.003
8.205,0.248,-0.202,0.005
8.205,0.248,-0.203,0.004
8.207,0.249,-0.203,0.006
8.207,0.249,-0.204,0.005
8.213,0.255,-0.204,0.002
8.213,0.255,-0.207,0.001
8.208,0.251,-0.207,0.001
8.208,0.251,-0.204,0.002
8.207,0.249,-0.204,0.002
8.207,0.249,-0.204,0.003
8.210,0.252,-0.204,0.005
8.210,0.252,-0.205,0.003
8.210,0.252,-0.205,0.003
8.210,0.252,-0.205,0.003
8.213,0.255,-0.205,0.003
8.213,0.255,-0.207,0.001
7.970,0.012,-0.207,0.001
7.970,0.012,-0.206,0.002
7.970,0.012,-0.206,0.001
7.970,0.012,-0.206,0.001
8.210,0.252,-0.206,0.001
8.210,0.252,-0.205,0.002
7.967,0.009,-0.205,0.002
7.967,0.009,-0.204,0.003
8.210,0.252,-0.204,0.003
8.210,0.252,-0.205,0.002
8.210,0.252,-0.205,0.002
8.210,0.252,-0.205,0.002
8.211,0.254,-0.205,0.002
8.211,0.254,-0.206,0.001
8.210,0.252,-0.206,0.001
8.210,0.252,-0.205,0.002
8.211,0.254,-0.205,0.001
8.211,0.254,-0.206,0.000
8.208,0.251,-0.206,0.002
8.208,0.251,-0.204,0.000
8.199,0.242,-0.204,0.014
8.199,0.242,-0.199,0.009
8.186,0.229,-0.199,0.012
8.186,0.229,-0.191,0.004
8.179,0.222,-0.191,0.013
8.179,0.222,-0.186,0.008
8.167,0.210,-0.186,0.012
8.167,0.210,-0.178,0.003
8.163,0.206,-0.178,0.008
8.163,0.206,-0.175,0.005
8.155,0.198,-0.175,0.008
8.155,0.198,-0.170,0.003
8.148,0.192,-0.170,0.005
8.148,0.192,-0.165,0.000
8.146,0.189,-0.165,0.004
8.146,0.189,-0.163,0.002
8.394,0.437,-0.163,0.004
8.394,0.437,-0.159,0.001
8.138,0.181,-0.159,0.004
8.138,0.181,-0.157,0.002
8.134,0.177,-0.157,0.006
8.134,0.177,-0.154,0.003
8.131,0.174,-0.154,0.008
8.131,0.174,-0.152,0.005
8.126,0.169,-0.152,0.007
8.126,0.169,-0.148,0.004
8.118,0.162,-0.148,0.015
8.118,0.162,-0.141,0.009
8.113,0.157,-0.141,0.010
8.113,0.157,-0.137,0.005
8.104,0.148,-0.137,0.006
8.104,0.148,-0.128,0.002
8.354,0.398,-0.128,0.010
8.354,0.398,-0.126,0.007
8.348,0.392,-0.126,0.017
8.348,0.392,-0.119,0.011
8.088,0.132,-0.119,0.016
8.088,0.132,-0.112,0.009
8.082,0.126,-0.112,0.017
8.082,0.126,-0.105,0.011
8.077,0.121,-0.105,0.017
8.077,0.121,-0.100,0.011
8.072,0.116,-0.100,0.016
8.072,0.116,-0.092,0.008
8.068,0.112,-0.092,0.014
8.068,0.112,-0.086,0.008
8.063,0.107,-0.086,0.015
8.063,0.107,-0.079,0.008
8.059,0.103,-0.079,0.014
8.059,0.103,-0.073,0.009
8.307,0.351,-0.073,0.014
8.307,0.351,-0.067,0.008
8.052,0.096,-0.067,0.015
8.052,0.096,-0.060,0.008
8.299,0.343,-0.060,0.015
8.299,0.343,-0.050,0.005
8.044,0.089,-0.050,0.017
8.044,0.089,-0.041,0.009
8.042,0.086,-0.041,0.016
8.042,0.086,-0.033,0.008
8.290,0.335,-0.033,0.015
8.290,0.335,-0.022,0.004
8.289,0.334,-0.022,0.025
8.289,0.334,-0.011,0.015
8.289,0.333,-0.011,0.023
8.289,0.333,-0.002,0.014
8.290,0.334,-0.002,0.030
8.290,0.334,0.018,0.010
8.292,0.336,0.018,0.015
8.292,0.336,0.028,0.004
8.043,0.088,0.028,0.023
8.043,0.088,0.038,0.014
8.049,0.093,0.038,0.021
8.049,0.093,0.053,0.006
8.305,0.349,0.053,0.017
8.305,0.349,0.062,0.008
8.308,0.352,0.062,0.019
8.308,0.352,0.068,0.013
8.063,0.107,0.068,0.026
8.063,0.107,0.080,0.014
8.069,0.113,0.080,0.024
8.069,0.113,0.088,0.017
8.082,0.126,0.088,0.028
8.082,0.126,0.105,0.012
8.345,0.389,0.105,0.031
8.345,0.389,0.116,0.020
8.107,0.151,0.116,0.032
8.107,0.151,0.131,0.018
8.119,0.163,0.131,0.018
8.119,0.163,0.142,0.007
8.383,0.427,0.142,0.000
8.383,0.427,0.151,0.008
8.128,0.172,0.151,0.017
8.128,0.172,0.150,0.016
8.354,0.398,0.150,0.011
8.354,0.398,0.126,0.013
8.114,0.158,0.126,0.013
8.114,0.158,0.138,0.001
8.370,0.414,0.138,0.000
8.370,0.414,0.140,0.002
8.117,0.161,0.140,0.005
8.117,0.161,0.140,0.006
8.367,0.411,0.140,0.011
8.367,0.411,0.137,0.007
8.108,0.152,0.137,0.007
8.108,0.152,0.132,0.002
8.107,0.151,0.132,0.000
8.107,0.151,0.131,0.000
8.109,0.153,0.131,0.002
8.109,0.153,0.133,0.000
8.361,0.405,0.133,0.001
8.361,0.405,0.279,0.145
8.113,0.157,0.279,0.148
8.113,0.157,0.137,0.005
8.110,0.154,0.137,0.008
8.110,0.154,0.134,0.008
8.105,0.149,0.134,0.014
8.105,0.149,0.129,0.009
8.100,0.145,0.129,0.021
8.100,0.145,0.125,0.016
8.342,0.387,0.125,0.017
8.342,0.387,0.114,0.006
8.562,0.607,0.114,0.010
8.562,0.607,0.254,0.150
8.075,0.120,0.254,0.169
8.075,0.120,0.097,0.012
8.069,0.113,0.097,0.024
8.069,0.113,0.088,0.015
8.316,0.360,0.088,0.022
8.316,0.360,0.081,0.015
8.060,0.104,0.081,0.020
8.060,0.104,0.074,0.014
8.052,0.097,0.074,0.052
8.052,0.097,0.060,0.038
8.042,0.087,0.060,0.047
8.042,0.087,0.034,0.021
8.040,0.085,0.034,0.029
8.040,0.085,0.025,0.020
8.289,0.334,0.025,0.061
8.289,0.334,0.014,0.049
8.292,0.337,0.014,0.058
8.292,0.337,-0.030,0.013
8.294,0.339,-0.030,0.018
8.294,0.339,-0.038,0.010
8.046,0.091,-0.038,0.018
8.046,0.091,-0.047,0.009
8.302,0.346,-0.047,0.029
8.302,0.346,-0.056,0.020
8.307,0.351,-0.056,0.027
8.307,0.351,-0.067,0.017
8.314,0.358,-0.067,0.023
8.314,0.358,-0.078,0.012
8.320,0.364,-0.078,0.018
8.320,0.364,-0.087,0.008
8.076,0.120,-0.087,0.026
8.076,0.120,-0.098,0.016
8.085,0.129,-0.098,0.022
8.085,0.129,-0.109,0.011
8.093,0.137,-0.109,0.015
8.093,0.137,-0.117,0.007
8.103,0.147,-0.117,0.016
8.103,0.147,-0.127,0.006
8.108,0.152,-0.127,0.004
8.108,0.152,-0.132,0.001
8.105,0.149,-0.132,0.009
8.105,0.149,-0.129,0.008
8.097,0.141,-0.129,0.016
8.097,0.141,-0.122,0.009
8.087,0.131,-0.122,0.007
8.087,0.131,-0.111,0.004
8.089,0.133,-0.111,0.009
8.089,0.133,-0.113,0.008
8.094,0.138,-0.113,0.011
8.094,0.138,-0.118,0.006
8.351,0.394,-0.118,0.007
8.351,0.394,-0.122,0.003
8.099,0.143,-0.122,0.001
8.099,0.143,-0.124,0.003
8.097,0.141,-0.124,0.005
8.097,0.141,-0.122,0.003
8.348,0.392,-0.122,0.004
8.348,0.392,-0.119,0.001
8.345,0.389,-0.119,0.002
8.345,0.389,-0.116,0.001
8.092,0.136,-0.116,0.002
8.092,0.136,-0.116,0.002
8.092,0.136,-0.116,0.004
8.092,0.136,-0.116,0.004
8.094,0.138,-0.116,0.006
8.094,0.138,-0.118,0.004
8.095,0.139,-0.118,0.004
8.095,0.139,-0.119,0.003
8.096,0.140,-0.119,0.002
8.096,0.140,-0.120,0.001
8.349,0.393,-0.120,0.000
8.349,0.393,-0.120,0.000
8.094,0.138,-0.120,0.001
8.094,0.138,-0.118,0.001
8.346,0.390,-0.118,0.001
8.346,0.390,-0.117,0.002
8.347,0.391,-0.117,0.004
8.347,0.391,-0.118,0.003
8.094,0.138,-0.118,0.003
8.094,0.138,-0.118,0.003
8.096,0.140,-0.118,0.003
8.096,0.140,-0.120,0.001
8.096,0.140,-0.120,0.001
8.096,0.140,-0.120,0.001
8.095,0.139,-0.120,0.000
8.095,0.139,-0.119,0.001
8.094,0.138,-0.119,0.001
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.095,0.139,-0.118,0.003
8.095,0.139,-0.119,0.002
8.094,0.138,-0.119,0.001
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.095,0.139,-0.118,0.002
8.095,0.139,-0.119,0.001
8.094,0.138,-0.119,0.001
8.094,0.138,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.347,0.391,-0.118,0.002
8.347,0.391,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.094,0.138,-0.118,0.002
8.095,0.139,-0.118,0.002
8.095,0.139,-0.119,0.001
8.094,0.138,-0.119,0.001
8.094,0.138,-0.118,0.002
8.094,0.137,-0.118,0.002
8.094,0.137,-0.118,0.002
8.095,0.138,-0.118,0.002
8.095,0.138,-0.119,0.001
8.094,0.136,-0.119,0.001
8.094,0.136,-0.118,0.002
8.094,0.136,-0.118,0.002
8.094,0.136,-0.118,0.002
8.094,0.136,-0.118,0.002
8.094,0.136,-0.118,0.002
8.094,0.136,-0.118,0.002
8.094,0.136,-0.118,0.002
8.094,0.135,-0.118,0.002
8.094,0.135,-0.118,0.002
8.094,0.134,-0.118,0.002
8.094,0.134,-0.118,0.002
8.094,0.134,-0.118,0.002
8.094,0.134,-0.118,0.002
8.094,0.133,-0.118,0.002
8.094,0.133,-0.118,0.002
8.347,0.386,-0.118,0.002
8.347,0.386,-0.118,0.002
8.094,0.132,-0.118,0.001
8.094,0.132,-0.118,0.001
8.347,0.385,-0.118,0.001
8.347,0.385,-0.118,0.001
8.093,0.130,-0.118,0.001
8.093,0.130,-0.117,0.002
8.093,0.126,-0.117,0.002
8.093,0.126,-0.117,0.002
8.092,0.124,-0.117,0.002
8.092,0.124,-0.116,0.003
8.094,0.122,-0.116,0.003
8.094,0.122,-0.118,0.001
8.347,0.372,-0.118,0.001
8.347,0.372,-0.118,0.001
8.094,0.115,-0.118,0.001
8.094,0.115,-0.118,0.001
8.094,0.114,-0.118,0.001
8.094,0.114,-0.118,0.001
8.346,0.361,-0.118,0.001
8.346,0.361,-0.117,0.002
8.093,0.101,-0.117,0.002
8.093,0.101,-0.117,0.002
8.094,0.087,-0.117,0.001
8.094,0.087,-0.118,0.000
8.345,0.333,-0.118,0.000
8.345,0.333,-0.116,0.002
8.345,0.333,-0.116,0.002
8.345,0.333,-0.116,0.002
8.092,0.071,-0.116,0.002
8.092,0.071,-0.116,0.002
8.345,0.321,-0.116,0.002
8.345,0.321,-0.116,0.002
8.092,0.062,-0.116,0.002
8.092,0.062,-0.116,0.002
8.344,0.309,-0.116,0.002
8.344,0.309,-0.115,0.003
8.092,0.042,-0.115,0.003
8.092,0.042,-0.116,0.002
8.345,0.291,-0.116,0.002
8.345,0.291,-0.116,0.002
8.345,0.290,-0.116,0.002
8.345,0.290,-0.116,0.002
8.091,0.032,-0.116,0.002
8.091,0.032,-0.115,0.003
8.345,0.277,-0.115,0.002
8.345,0.277,-0.116,0.002
8.091,0.017,-0.116,0.001
8.091,0.017,-0.115,0.002
8.345,0.270,-0.115,0.002
8.345,0.270,-0.116,0.001
8.345,0.268,-0.116,0.001
8.345,0.268,-0.116,0.001
8.091,0.008,-0.116,0.001
8.091,0.008,-0.115,0.002
8.091,0.005,-0.115,0.002
8.091,0.005,-0.115,0.002
8.345,0.241,-0.115,0.002
8.345,0.241,-0.116,0.001
8.344,0.239,-0.116,0.001
8.344,0.239,-0.115,0.002
8.090,0.036,-0.115,0.002
8.090,0.036,-0.114,0.002
8.344,0.214,-0.114,0.002
8.344,0.214,-0.115,0.001
8.343,0.191,-0.115,0.001
8.343,0.191,-0.114,0.002
8.343,0.185,-0.114,0.002
8.343,0.185,-0.114,0.002
8.343,0.176,-0.114,0.002
8.343,0.176,-0.114,0.002
8.343,0.148,-0.114,0.002
8.343,0.148,-0.114,0.002
8.343,0.137,-0.114,0.001
8.343,0.137,-0.114,0.001
8.343,0.132,-0.114,0.001
8.343,0.132,-0.114,0.001
8.612,0.395,-0.114,0.001
8.612,0.395,-0.114,0.001
8.342,0.119,-0.114,0.001
8.342,0.119,-0.114,0.002
8.343,0.103,-0.114,0.002
8.343,0.103,-0.114,0.001
8.611,0.362,-0.114,0.001
8.611,0.362,-0.114,0.002
8.610,0.344,-0.114,0.001
8.610,0.344,-0.113,0.002
8.611,0.344,-0.113,0.002
8.611,0.344,-0.114,0.001
8.342,0.061,-0.114,0.001
8.342,0.061,-0.114,0.001
8.341,0.044,-0.114,0.001
8.341,0.044,-0.112,0.003
8.610,0.304,-0.112,0.003
8.610,0.304,-0.113,0.002
8.610,0.292,-0.113,0.002
8.610,0.292,-0.112,0.003
8.341,0.009,-0.112,0.002
8.341,0.009,-0.112,0.002
8.610,0.274,-0.112,0.002
8.610,0.274,-0.112,0.002
8.610,0.268,-0.112,0.002
8.610,0.268,-0.113,0.001
8.341,0.013,-0.113,0.001
8.341,0.013,-0.113,0.001
8.610,0.248,-0.113,0.001
8.610,0.248,-0.112,0.002
8.610,0.236,-0.112,0.002
8.610,0.236,-0.112,0.002
8.610,0.228,-0.112,0.002
8.610,0.228,-0.112,0.002
8.610,0.206,-0.112,0.001
8.610,0.206,-0.112,0.001
8.896,0.485,-0.112,0.001
8.896,0.485,-0.111,0.002
8.895,0.476,-0.111,0.002
8.895,0.476,-0.110,0.003
8.610,0.182,-0.110,0.003
8.610,0.182,-0.112,0.001
8.895,0.450,-0.112,0.001
8.895,0.450,-0.110,0.003
8.609,0.154,-0.110,0.003
8.609,0.154,-0.111,0.002
8.609,0.141,-0.111,0.001
8.609,0.141,-0.111,0.001
8.608,0.132,-0.111,0.001
8.608,0.132,-0.110,0.002
8.608,0.128,-0.110,0.002
8.608,0.128,-0.110,0.002
8.608,0.123,-0.110,0.002
8.608,0.123,-0.110,0.002
8.608,0.117,-0.110,0.002
8.608,0.117,-0.110,0.002
8.608,0.095,-0.110,0.002
8.608,0.094,-0.110,0.002
8.895,0.352,-0.110,0.001
8.895,0.352,-0.110,0.001
8.607,0.059,-0.110,0.001
8.607,0.059,-0.109,0.002
8.895,0.335,-0.109,0.002
8.895,0.335,-0.110,0.001
8.894,0.323,-0.110,0.001
8.894,0.323,-0.109,0.002
8.894,0.317,-0.109,0.002
8.894,0.317,-0.109,0.002
8.894,0.296,-0.109,0.002
8.894,0.296,-0.109,0.002
8.895,0.286,-0.109,0.001
8.895,0.286,-0.110,0.000
8.893,0.282,-0.110,0.000
8.893,0.282,-0.108,0.002
8.893,0.264,-0.108,0.002
8.893,0.264,-0.108,0.002
8.893,0.250,-0.108,0.002
8.893,0.250,-0.108,0.002
8.893,0.240,-0.108,0.002
8.893,0.240,-0.108,0.002
9.200,0.540,-0.108,0.002
9.200,0.540,-0.108,0.002
8.893,0.222,-0.108,0.002
8.893,0.222,-0.108,0.002
8.893,0.218,-0.108,0.002
8.893,0.218,-0.108,0.002
8.892,0.207,-0.108,0.001
8.892,0.203,-0.107,0.002
8.893,0.196,-0.107,0.002
8.893,0.196,-0.108,0.001
8.893,0.180,-0.108,0.001
8.893,0.180,-0.108,0.001
8.892,0.172,-0.108,0.001
8.892,0.172,-0.107,0.002
8.892,0.168,-0.107,0.002
8.892,0.167,-0.107,0.002
9.199,0.468,-0.107,0.002
9.199,0.468,-0.107,0.002
8.891,0.153,-0.107,0.002
8.891,0.153,-0.106,0.003
9.198,0.455,-0.106,0.003
9.198,0.455,-0.106,0.003
8.892,0.127,-0.106,0.002
8.892,0.127,-0.107,0.001
8.892,0.116,-0.107,0.001
8.892,0.116,-0.107,0.001
9.149,0.360,-0.107,0.001
9.149,0.360,0.024,0.132
9.198,0.407,0.024,0.132
9.198,0.407,-0.106,0.002
8.891,0.089,-0.106,0.002
8.891,0.089,-0.106,0.002
9.198,0.348,-0.106,0.001
9.198,0.348,-0.106,0.001
9.198,0.338,-0.106,0.001
9.198,0.338,-0.106,0.001
9.198,0.335,-0.106,0.001
9.198,0.335,-0.106,0.001
9.198,0.328,-0.106,0.001
9.198,0.328,-0.106,0.001
8.890,0.002,-0.106,0.001
8.890,0.004,-0.105,0.002
9.196,0.266,-0.105,0.001
9.196,0.266,-0.104,0.002
9.196,0.258,-0.104,0.002
9.196,0.258,-0.104,0.002
9.196,0.248,-0.104,0.002
9.196,0.248,-0.104,0.002
9.195,0.245,-0.104,0.002
9.195,0.245,-0.103,0.003
9.196,0.239,-0.103,0.003
9.196,0.239,-0.104,0.002
9.196,0.237,-0.104,0.002
9.196,0.237,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.196,0.233,-0.103,0.003
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.196,0.233,-0.103,0.003
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.195,0.232,-0.103,0.003
9.195,0.232,-0.103,0.003
9.524,0.561,-0.103,0.003
9.524,0.561,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.196,0.233,-0.103,0.003
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.196,0.233,-0.103,0.003
9.196,0.233,-0.104,0.002
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.195,0.232,-0.103,0.003
9.195,0.232,-0.103,0.003
9.196,0.233,-0.103,0.003
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.524,0.561,-0.103,0.003
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.196,0.233,-0.103,0.003
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.523,0.560,-0.104,0.002
9.523,0.560,-0.103,0.003
9.196,0.233,-0.103,0.003
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.524,0.561,-0.103,0.003
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.196,0.233,-0.103,0.003
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.196,0.233,-0.103,0.003
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.524,0.561,-0.103,0.003
9.524,0.561,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.195,0.232,-0.103,0.003
9.195,0.232,-0.103,0.003
9.524,0.561,-0.103,0.003
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.524,0.561,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.002
9.195,0.232,-0.103,0.003
9.196,0.233,-0.103,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.196,0.233,-0.104,0.002
9.195,0.232,-0.104,0.001
9.195,0.232,-0.103,0.002
9.524,0.561,-0.103,0.001
9.524,0.561,-0.104,0.000
9.193,0.230,-0.104,0.009
9.193,0.230,-0.101,0.006
9.185,0.222,-0.101,0.013
9.185,0.222,-0.092,0.004
9.181,0.218,-0.092,0.005
9.181,0.218,-0.087,0.000
9.179,0.216,-0.087,0.005
9.179,0.216,-0.085,0.002
9.176,0.213,-0.085,0.003
9.176,0.213,-0.081,0.001
9.502,0.539,-0.081,0.004
9.502,0.539,-0.078,0.002
9.172,0.209,-0.078,0.002
9.172,0.209,-0.075,0.001
9.171,0.208,-0.075,0.005
9.171,0.208,-0.073,0.004
9.155,0.192,-0.073,0.072
9.155,0.192,-0.044,0.044
9.146,0.183,-0.044,0.072
9.146,0.183,-0.002,0.030
9.147,0.184,-0.002,0.093
9.147,0.184,0.017,0.074
9.150,0.187,0.017,0.085
9.150,0.187,0.030,0.072
9.489,0.526,0.030,0.128
9.489,0.526,0.059,0.099
9.197,0.233,0.059,0.123
9.197,0.233,0.105,0.077
9.274,0.309,0.105,0.171
9.274,0.309,0.166,0.110
9.364,0.398,0.166,0.138
9.364,0.398,0.216,0.088
9.211,0.245,0.216,0.093
9.211,0.245,0.284,0.025
9.271,0.306,0.284,0.034
9.271,0.306,0.306,0.013
9.048,0.081,0.306,0.049
9.048,0.081,0.331,0.023
9.132,0.165,0.331,0.061
9.132,0.165,0.357,0.035
9.238,0.270,0.357,0.057
9.238,0.270,0.387,0.028
9.053,0.084,0.387,0.046
9.053,0.084,0.414,0.019
9.166,0.196,0.414,0.055
9.166,0.196,0.441,0.028
9.300,0.330,0.441,0.051
9.300,0.330,0.471,0.022
9.193,0.219,0.471,0.096
9.193,0.219,0.507,0.060
9.058,0.084,0.507,1.025
9.058,0.084,-0.533,0.015
8.973,0.001,-0.533,0.053
8.973,0.001,-0.517,0.037
9.372,0.401,-0.517,0.060
9.372,0.401,-0.486,0.036
9.231,0.260,-0.486,0.060
9.231,0.260,-0.456,0.030
9.081,0.112,-0.456,0.060
9.081,0.112,-0.421,0.026
9.272,0.303,-0.421,0.042
9.272,0.303,-0.396,0.016
9.064,0.098,-0.396,0.110
9.064,0.098,-0.336,0.051
9.271,0.305,-0.336,0.055
9.271,0.305,-0.306,0.024
9.186,0.220,-0.306,0.038
9.186,0.220,-0.275,0.007
9.353,0.390,-0.275,0.198
9.353,0.390,-0.211,0.134
9.187,0.224,-0.211,0.149
9.187,0.224,-0.094,0.032
9.165,0.202,-0.094,0.055
9.165,0.202,-0.064,0.025
9.151,0.188,-0.064,0.107
9.151,0.188,-0.033,0.076
9.146,0.183,-0.033,0.081
9.146,0.183,-0.004,0.063
9.150,0.187,-0.004,0.099
9.150,0.187,0.028,0.067
9.180,0.217,0.028,0.086
9.180,0.217,0.086,0.028
9.206,0.243,0.086,0.077
9.206,0.243,0.114,0.049
9.243,0.280,0.114,0.065
9.243,0.280,0.145,0.035
9.293,0.329,0.145,0.051
9.293,0.329,0.178,0.018
9.034,0.070,0.178,0.074
9.034,0.070,0.207,0.045
9.410,0.445,0.207,0.070
9.410,0.445,0.238,0.045
9.172,0.207,0.238,0.057
9.172,0.207,0.269,0.026
8.951,0.016,0.269,0.087
8.951,0.016,0.298,0.058
9.331,0.363,0.298,0.092
9.331,0.363,0.325,0.065
9.127,0.158,0.325,0.099
9.127,0.158,0.356,0.069
9.351,0.382,0.356,0.087
